銘柄コード,銘柄名,市場,日付,時刻,始値,高値,安値,終値,出来高,移動平均(5),移動平均(25),移動平均(75)
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/3,15:45:0,38585,38585,38585,38585,2229,38505,NaN,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/3,17:0:0,38620,38805,38615,38780,38965,38553,NaN,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/3,18:0:0,38780,38785,38610,38630,21435,38590,NaN,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/3,19:0:0,38625,38710,38610,38695,12912,38645,NaN,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/3,20:0:0,38695,38730,38600,38620,14932,38662,NaN,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/3,21:0:0,38625,38645,38515,38550,16445,38655,NaN,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/3,22:0:0,38545,38690,38545,38640,21028,38627,NaN,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/3,23:0:0,38640,38730,38545,38605,30884,38622,NaN,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,0:0:0,38585,39100,38460,39090,92715,38701,NaN,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,1:0:0,39090,39155,38970,38985,43082,38774,NaN,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,2:0:0,38985,39065,38805,38945,29918,38853,38914.6,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,3:0:0,38940,39045,38875,39035,14564,38932,38889.8,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,4:0:0,39030,39100,39005,39050,6569,39021,38862.2,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,5:0:0,39055,39065,38915,38920,4751,38987,38827.8,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,6:0:0,38905,38905,38905,38905,1558,38971,38802.2,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,8:45:0,39250,39310,39085,39190,74394,39020,38791,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,9:45:0,39195,39195,39065,39145,36742,39042,38781.8,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,10:45:0,39150,39185,39070,39080,21319,39048,38770.6,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,11:45:0,39085,39105,38925,38945,24931,39053,38781.2,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,12:45:0,38945,39030,38925,39000,22388,39072,38792.6,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,13:45:0,39000,39020,38575,38825,97027,38999,38806.4,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,14:45:0,38825,38905,38725,38775,38795,38925,38815.8,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,15:45:0,38770,38770,38770,38770,1657,38863,38828.8,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,17:0:0,38820,38885,38690,38770,24644,38828,38842.8,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,18:0:0,38770,38875,38770,38865,15037,38801,38856,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,19:0:0,38860,38910,38825,38890,13660,38814,38868.2,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,20:0:0,38885,38915,38835,38880,10099,38835,38872.2,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,21:0:0,38885,38975,38885,38945,12012,38870,38884.8,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,22:0:0,38940,38950,38890,38900,8372,38896,38893,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/4,23:0:0,38900,39020,38865,39010,18387,38925,38908.6,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,0:0:0,39015,39070,38985,39025,22963,38952,38927.6,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,1:0:0,39030,39130,39025,39070,11869,38990,38944.8,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,2:0:0,39075,39085,38970,39030,10807,39007,38961.8,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,3:0:0,39030,39040,38980,39005,3880,39028,38958.4,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,4:0:0,39000,39080,38995,39060,7345,39038,38961.4,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,5:0:0,39060,39100,39030,39100,4101,39053,38967.6,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,6:0:0,39115,39115,39115,39115,1618,39062,38970.8,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,8:45:0,39010,39115,38925,38930,58428,39042,38966,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,9:45:0,38930,38965,38805,38865,45952,39014,38963.8,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,10:45:0,38860,38865,38680,38760,34528,38954,38958,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,11:45:0,38760,38800,38755,38780,20394,38890,38941.6,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,12:45:0,38780,38855,38715,38805,32519,38828,38928,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,13:45:0,38805,38910,38780,38840,29827,38810,38918.4,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,14:45:0,38840,38850,38745,38755,31096,38788,38910.8,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,15:45:0,38735,38735,38735,38735,1893,38783,38900.2,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,17:0:0,38770,38835,38700,38735,20037,38774,38896.6,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,18:0:0,38735,38810,38635,38675,18492,38748,38892.6,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,19:0:0,38670,38730,38650,38725,8970,38725,38890.8,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,20:0:0,38725,38785,38710,38775,8613,38729,38891,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,21:0:0,38775,38810,38745,38800,9577,38742,38888.4,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,22:0:0,38800,38845,38780,38840,11477,38763,38886.4,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/5,23:0:0,38840,38880,38710,38755,19206,38779,38881.4,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,0:0:0,38765,38785,38570,38715,32652,38777,38872.2,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,1:0:0,38705,38845,38665,38835,13504,38789,38869.6,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,2:0:0,38835,38850,38755,38800,6219,38789,38861.2,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,3:0:0,38805,38870,38795,38850,4152,38791,38854.2,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,4:0:0,38850,38900,38850,38875,3901,38815,38846.4,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,5:0:0,38875,38960,38875,38955,6656,38863,38843.4,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,6:0:0,38965,38965,38965,38965,1224,38889,38841.8,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,8:45:0,38935,39190,38870,39090,75423,38947,38843,NaN
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,9:45:0,39095,39115,38875,38910,51517,38959,38835.4,38905.8667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,10:45:0,38910,38965,38845,38900,30257,38964,38826.8,38895.8
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,11:45:0,38905,38960,38880,38915,15344,38956,38826.2,38884.8
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,12:45:0,38910,39025,38910,38985,23947,38960,38831,38874.2
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,13:45:0,38985,39080,38985,39020,20628,38946,38841.4,38867.2
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,14:45:0,39020,39095,39010,39065,21118,38977,38852.8,38861.8
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,15:45:0,39090,39090,39090,39090,1925,39015,38864.2,38858
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,17:0:0,39075,39125,39010,39115,16120,39055,38875.2,38854.7333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,18:0:0,39115,39160,39085,39110,12727,39080,38889.4,38860.4667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,19:0:0,39105,39120,39035,39045,9245,39085,38901.8,38864.8667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,20:0:0,39040,39045,39000,39020,11527,39076,38913.2,38872.0667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,21:0:0,39025,39055,38990,39050,12973,39068,38928.2,38878.8667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,22:0:0,39055,39100,38995,39025,17092,39050,38940.2,38886.6
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/6,23:0:0,39025,39085,39010,39040,14858,39036,38950.8,38894.8667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,0:0:0,39040,39105,38990,39015,19025,39030,38959.4,38901.2667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,1:0:0,39020,39125,39010,39065,9486,39039,38968.4,38907.6667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,2:0:0,39070,39100,39030,39090,4443,39047,38981.8,38911.8
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,3:0:0,39090,39105,38960,38965,9950,39035,38991.8,38916.2667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,4:0:0,38960,38980,38835,38880,8965,39003,38993.6,38918.7333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,5:0:0,38880,38990,38870,38970,3916,38994,39000.4,38923.4
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,6:0:0,38970,38970,38970,38970,1216,38975,39005.2,38929
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,8:45:0,38970,38980,38755,38840,59614,38925,39003.8,38931.6667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,9:45:0,38835,39010,38800,38950,42071,38922,39003.6,38936.2667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,10:45:0,38955,38970,38850,38880,20671,38922,39000.2,38933.4667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,11:45:0,38875,38895,38835,38860,12182,38900,38991,38931.8
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,12:45:0,38860,38860,38805,38845,16475,38875,38988.4,38930.4667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,13:45:0,38840,38900,38825,38875,15306,38882,38987.4,38928.3333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,14:45:0,38875,38880,38795,38820,20127,38856,38983.6,38925.2667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,15:45:0,38840,38840,38840,38840,1776,38848,38977.8,38924.2
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,17:0:0,38860,38895,38835,38845,13360,38845,38970.8,38923.4
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,18:0:0,38845,38875,38825,38870,5894,38850,38963,38919.1333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,19:0:0,38865,38920,38865,38895,9043,38854,38955.2,38915.8
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,20:0:0,38895,38925,38865,38910,5482,38872,38947,38913.5333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,21:0:0,38910,38920,38885,38885,5059,38881,38938,38912.7333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,22:0:0,38890,38945,38810,38930,19710,38898,38933.4,38911.8
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/7,23:0:0,38930,38950,38865,38870,18032,38898,38927.4,38912.4
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/8,0:0:0,38840,38850,38510,38620,55235,38843,38910.2,38910.3333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/8,1:0:0,38620,38630,38365,38395,51687,38740,38885,38905.3333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/8,2:0:0,38395,38505,38345,38475,33929,38658,38862.4,38901.4
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/8,3:0:0,38470,38560,38395,38405,12156,38553,38838,38895.2667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/8,4:0:0,38405,38510,38375,38445,10300,38468,38813.2,38889.3333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/8,5:0:0,38440,38440,38375,38400,6470,38424,38785.6,38882.9333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/8,6:0:0,38375,38375,38375,38375,1561,38420,38762,38875.3333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/10,8:45:0,38520,38765,38520,38690,69500,38463,38754.4,38872.5333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/10,9:45:0,38690,38860,38690,38825,38860,38547,38748.6,38870.0667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/10,10:45:0,38820,38825,38710,38750,22659,38608,38739.8,38866.4
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/10,11:45:0,38755,38775,38710,38755,12518,38679,38736.4,38862.2
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/10,12:45:0,38755,38855,38750,38805,17240,38765,38730.6,38859.2
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/10,13:45:0,38810,38900,38805,38870,19424,38801,38730.2,38857.4
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/10,14:45:0,38875,38885,38760,38780,17861,38792,38727,38853.6667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/10,15:45:0,38780,38780,38780,38780,1801,38798,38724.4,38849.4
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/10,17:0:0,38825,38890,38815,38865,15504,38820,38724,38846.0667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/10,18:0:0,38860,38885,38820,38850,7738,38829,38725.2,38845
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/10,19:0:0,38850,38880,38840,38860,4650,38827,38726,38844.9333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/10,20:0:0,38865,38895,38830,38880,5649,38847,38727.4,38846.5333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/10,21:0:0,38880,38910,38860,38885,6502,38868,38728,38847.9333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/10,22:0:0,38890,38930,38880,38895,6173,38874,38728,38849.1333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/10,23:0:0,38900,38905,38785,38835,17845,38871,38725,38849.0667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,0:0:0,38835,38920,38820,38875,14465,38874,38724.6,38850.6667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,1:0:0,38875,38895,38845,38885,6936,38875,38722.8,38852.6667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,2:0:0,38880,38910,38860,38910,3920,38880,38724.4,38855
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,3:0:0,38905,38955,38900,38945,5711,38890,38737.4,38858.6
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,4:0:0,38940,38970,38915,38940,3690,38911,38759.2,38861.4667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,5:0:0,38935,38945,38880,38900,3223,38916,38776.2,38863.1333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,6:0:0,38930,38930,38930,38930,1625,38925,38797.2,38864.8667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,8:45:0,38840,38885,38765,38815,23149,38906,38812,38864.5333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,9:45:0,38815,38850,38790,38815,11928,38880,38828.6,38865.3333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,10:45:0,38820,38845,38790,38800,10284,38852,38845.6,38866.4667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,11:45:0,38800,38820,38780,38790,6892,38830,38849.6,38865.8667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,12:45:0,38795,38800,38785,38800,2028,38804,38848.6,38865.8667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,13:45:0,38795,38820,38790,38805,2814,38802,38850.8,38865.2667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,14:45:0,38805,38805,38785,38790,3496,38797,38852.2,38864.1333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,15:45:0,38785,38785,38785,38785,1034,38794,38851.4,38861.8667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,17:0:0,38775,38810,38755,38790,7546,38794,38848.2,38859.5333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,18:0:0,38785,38810,38765,38780,3529,38790,38848.2,38855.4
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,19:0:0,38775,38820,38775,38800,4346,38789,38849,38853.9333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,20:0:0,38800,38865,38800,38860,6637,38803,38848.8,38853.4
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,21:0:0,38865,38880,38830,38875,5399,38821,38849.8,38852.8667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,22:0:0,38875,38885,38820,38825,6351,38828,38848.4,38850.7333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/11,23:0:0,38820,38910,38810,38900,9620,38852,38849.2,38849.1333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,0:0:0,38905,39055,38890,39020,19018,38896,38854.6,38848.5333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,1:0:0,39025,39045,39000,39020,7548,38928,38859.6,38847.6
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,2:0:0,39020,39025,38965,38985,5511,38950,38865.6,38845.8667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,3:0:0,38985,39065,38975,39025,3871,38990,38871.6,38844.7333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,4:0:0,39020,39075,39015,39065,2890,39023,38878.8,38845
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,5:0:0,39065,39085,39050,39050,2782,39029,38884.4,38845.4
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,6:0:0,39080,39080,39080,39080,892,39041,38889.8,38845.8
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,8:45:0,39085,39125,38885,38915,58669,39027,38888.8,38844.3333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,9:45:0,38910,38930,38820,38905,33620,39003,38889,38842.5333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,10:45:0,38910,38970,38855,38865,20133,38963,38886.4,38840.5333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,11:45:0,38865,38880,38800,38860,15786,38925,38888.2,38837.8
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,12:45:0,38855,38910,38850,38875,16862,38884,38890.6,38834.9333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,13:45:0,38875,38950,38875,38905,18845,38882,38894.8,38834.1333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,14:45:0,38900,39005,38895,38965,20928,38894,38901.8,38835.2667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,15:45:0,38990,38990,38990,38990,2071,38919,38909.4,38835.5333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,17:0:0,39005,39030,38960,38985,11684,38944,38916.6,38835.7333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,18:0:0,38985,38985,38890,38960,10820,38961,38923.4,38837.3333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,19:0:0,38955,39020,38935,39010,7671,38982,38932.4,38838.1333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,20:0:0,39010,39030,38990,39025,5527,38994,38941.8,38840.0667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,21:0:0,39025,39050,39005,39035,7331,39003,38952,38842.4
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,22:0:0,39035,39050,38785,38825,33331,38971,38953,38842.1333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/12,23:0:0,38825,38940,38760,38920,29672,38963,38955.4,38842.7333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,0:0:0,38920,39050,38845,39025,29626,38966,38961.4,38845.4667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,1:0:0,39025,39165,38950,39155,19368,38992,38974.6,38849.6667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,2:0:0,39150,39210,39115,39200,18030,39025,38986.6,38854.4
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,3:0:0,39200,39230,39140,39160,6998,39092,38992.2,38858.2667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,4:0:0,39160,39205,39135,39190,4129,39146,38999,38862.2
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,5:0:0,39190,39200,39130,39145,3658,39170,39005.4,38865.3333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,6:0:0,39165,39165,39165,39165,1309,39172,39011,38869.0667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,8:45:0,39190,39400,39110,39390,62370,39210,39024,38875.2
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,9:45:0,39390,39465,39355,39415,48019,39261,39038.6,38882.4667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,10:45:0,39415,39495,39375,39480,25167,39319,39054.6,38893.9333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,11:45:0,39480,39540,39470,39495,20273,39389,39077.8,38908.6
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,12:45:0,39490,39600,39465,39565,23476,39469,39104.2,38923.1333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,13:45:0,39560,39570,39505,39515,15258,39494,39130.2,38937.9333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,14:45:0,39515,39555,39455,39505,24952,39512,39156,38952.0667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,15:45:0,39450,39450,39450,39450,2068,39506,39179,38966.0667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,17:0:0,39410,39415,39295,39300,25062,39467,39194.8,38978.4
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,18:0:0,39300,39390,39270,39375,14393,39429,39211.2,38987.5333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,19:0:0,39375,39390,39320,39330,7820,39392,39224.8,38994.2667
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,20:0:0,39330,39390,39275,39325,14033,39356,39238.4,39001.9333
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,21:0:0,39325,39330,39260,39285,10342,39323,39251.4,39009
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,22:0:0,39290,39360,39270,39300,13747,39323,39263,39015.6
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/13,23:0:0,39300,39435,39285,39425,22275,39333,39279,39023
160030023,日経225ﾏｲｸﾛ25年03月限,大阪,2025/2/14,0:0:0,39425,39500,39380,39405,23745,39348,39293.8,39031.3333
